scientific_name,common_name
brachypteryx cruralis,himalayan shortwing
brachypteryx sinensis,chinese shortwing
brachypteryx goodfellowi,taiwan shortwing
brachypteryx poliogyna,philippine shortwing
brachypteryx erythrogyna,bornean shortwing
brachypteryx saturata,sumatran shortwing
brachypteryx montana,javan shortwing
brachypteryx floris,flores shortwing
heteroxenicus stellatus,gould's shortwing
larvivora sibilans,rufous-tailed robin
larvivora ruficeps,rufous-headed robin
larvivora akahige,japanese robin
larvivora tanensis,izu robin
larvivora komadori,ryukyu robin
larvivora namiyei,okinawa robin
larvivora brunnea,indian blue robin
larvivora cyane,siberian blue robin
irania gutturalis,white-throated robin
luscinia luscinia,thrush nightingale
luscinia megarhynchos,common nightingale
luscinia phaenicuroides,white-bellied redstart
luscinia svecica,bluethroat
myophonus blighi,sri lanka whistling-thrush
myophonus melanurus,shiny whistling-thrush
myophonus glaucinus,javan whistling-thrush
myophonus castaneus,sumatran whistling-thrush
myophonus borneensis,bornean whistling-thrush
myophonus robinsoni,malayan whistling-thrush
myophonus horsfieldii,malabar whistling-thrush
myophonus insularis,taiwan whistling-thrush
myophonus caeruleus,blue whistling-thrush
enicurus scouleri,little forktail
enicurus leschenaulti,white-crowned forktail
enicurus borneensis,bornean forktail
enicurus maculatus,spotted forktail
enicurus velatus,sunda forktail
enicurus ruficapillus,chestnut-naped forktail
enicurus immaculatus,black-backed forktail
enicurus schistaceus,slaty-backed forktail
calliope pectardens,firethroat
calliope obscura,blackthroat
calliope calliope,siberian rubythroat
calliope pectoralis,himalayan rubythroat
calliope tschebaiewi,chinese rubythroat
myiomela leucura,white-tailed robin
myiomela diana,sunda robin
cinclidium frontale,blue-fronted robin
tarsiger cyanurus,red-flanked bluetail
tarsiger rufilatus,himalayan bluetail
tarsiger hyperythrus,rufous-breasted bush-robin
tarsiger indicus,white-browed bush-robin
tarsiger chrysaeus,golden bush-robin
tarsiger johnstoniae,collared bush-robin
ficedula zanthopygia,yellow-rumped flycatcher
ficedula elisae,green-backed flycatcher
ficedula narcissina,narcissus flycatcher
ficedula owstoni,ryukyu flycatcher
ficedula mugimaki,mugimaki flycatcher
ficedula erithacus,slaty-backed flycatcher
ficedula nigrorufa,black-and-orange flycatcher
ficedula tricolor,slaty-blue flycatcher
ficedula hyperythra,snowy-browed flycatcher
ficedula hodgsoni,pygmy flycatcher
ficedula strophiata,rufous-gorgeted flycatcher
ficedula sapphira,sapphire flycatcher
ficedula westermanni,little pied flycatcher
ficedula superciliaris,ultramarine flycatcher
ficedula ruficauda,rusty-tailed flycatcher
ficedula albicilla,taiga flycatcher
ficedula subrubra,kashmir flycatcher
ficedula parva,red-breasted flycatcher
ficedula semitorquata,semicollared flycatcher
ficedula hypoleuca,european pied flycatcher
ficedula albicollis,collared flycatcher
ficedula riedeli,tanimbar flycatcher
ficedula dumetoria,rufous-chested flycatcher
ficedula platenae,palawan flycatcher
ficedula disposita,furtive flycatcher
ficedula rufigula,rufous-throated flycatcher
ficedula henrici,damar flycatcher
ficedula buruensis,cinnamon-chested flycatcher
ficedula bonthaina,lompobattang flycatcher
ficedula harterti,sumba flycatcher
ficedula timorensis,black-banded flycatcher
ficedula basilanica,little slaty flycatcher
ficedula crypta,cryptic flycatcher
ficedula luzoniensis,bundok flycatcher
phoenicurus frontalis,blue-fronted redstart
phoenicurus fuliginosus,plumbeous redstart
phoenicurus bicolor,luzon redstart
phoenicurus erythronotus,rufous-backed redstart
phoenicurus leucocephalus,white-capped redstart
phoenicurus alaschanicus,ala shan redstart
phoenicurus coeruleocephala,blue-capped redstart
phoenicurus moussieri,moussier's redstart
phoenicurus phoenicurus,common redstart
phoenicurus hodgsoni,hodgson's redstart
phoenicurus schisticeps,white-throated redstart
phoenicurus erythrogastrus,white-winged redstart
phoenicurus ochruros,black redstart
phoenicurus auroreus,daurian redstart
monticola rufocinereus,little rock-thrush
monticola rufiventris,chestnut-bellied rock-thrush
monticola gularis,white-throated rock-thrush
monticola cinclorhyncha,blue-capped rock-thrush
monticola brevipes,short-toed rock-thrush
monticola explorator,sentinel rock-thrush
monticola imerina,littoral rock-thrush
monticola erythronotus,amber mountain rock-thrush
monticola sharpei,forest rock-thrush
monticola saxatilis,rufous-tailed rock-thrush
monticola solitarius,blue rock-thrush
monticola angolensis,miombo rock-thrush
monticola rupestris,cape rock-thrush
saxicola rubetra,whinchat
saxicola macrorhynchus,white-browed bushchat
saxicola insignis,white-throated bushchat
saxicola dacotiae,fuerteventura stonechat
saxicola rubicola,european stonechat
saxicola maurus,siberian stonechat
saxicola stejnegeri,amur stonechat
saxicola torquatus,african stonechat
saxicola tectes,reunion stonechat
saxicola leucurus,white-tailed stonechat
saxicola caprata,pied bushchat
saxicola jerdoni,jerdon's bushchat
saxicola ferreus,gray bushchat
saxicola gutturalis,timor bushchat
campicoloides bifasciatus,buff-streaked chat
emarginata sinuata,sickle-winged chat
emarginata schlegelii,karoo chat
emarginata tractrac,tractrac chat
pinarochroa sordida,moorland chat
thamnolaea cinnamomeiventris,mocking cliff-chat
thamnolaea semirufa,white-winged cliff-chat
myrmecocichla nigra,sooty chat
myrmecocichla aethiops,northern anteater-chat
myrmecocichla formicivora,southern anteater-chat
myrmecocichla tholloni,congo moor chat
myrmecocichla monticola,mountain wheatear
myrmecocichla melaena,rã¼ppell's chat
myrmecocichla arnotti,arnot's chat
oenanthe oenanthe,northern wheatear
oenanthe seebohmi,atlas wheatear
oenanthe pileata,capped wheatear
oenanthe bottae,buff-breasted wheatear
oenanthe frenata,rusty-breasted wheatear
oenanthe isabellina,isabelline wheatear
oenanthe heuglini,heuglin's wheatear
oenanthe monacha,hooded wheatear
oenanthe deserti,desert wheatear
oenanthe hispanica,western black-eared wheatear
oenanthe cypriaca,cyprus wheatear
oenanthe melanoleuca,eastern black-eared wheatear
oenanthe pleschanka,pied wheatear
oenanthe albifrons,white-fronted black-chat
oenanthe phillipsi,somali wheatear
oenanthe moesta,red-rumped wheatear
oenanthe melanura,blackstart
oenanthe familiaris,familiar chat
oenanthe dubia,sombre rock chat
oenanthe scotocerca,brown-tailed chat
oenanthe fusca,brown rock chat
oenanthe picata,variable wheatear
oenanthe leucura,black wheatear
oenanthe albonigra,hume's wheatear
oenanthe leucopyga,white-crowned wheatear
oenanthe lugentoides,arabian wheatear
oenanthe lugubris,abyssinian wheatear
oenanthe finschii,finsch's wheatear
oenanthe lugens,mourning wheatear
oenanthe xanthoprymna,kurdish wheatear
oenanthe chrysopygia,persian wheatear
pinarornis plumosus,boulder chat
bombycilla garrulus,bohemian waxwing
bombycilla cedrorum,cedar waxwing
bombycilla japonica,japanese waxwing
moho braccatus,kauai oo
moho apicalis,oahu oo
moho bishopi,bishop's oo
moho nobilis,hawaii oo
chaetoptila angustipluma,kioea
phainoptila melanoxantha,black-and-yellow silky-flycatcher
ptiliogonys cinereus,gray silky-flycatcher
ptiliogonys caudatus,long-tailed silky-flycatcher
phainopepla nitens,phainopepla
dulus dominicus,palmchat
hylocitrea bonensis,hylocitrea
hypocolius ampelinus,hypocolius
promerops gurneyi,gurney's sugarbird
promerops cafer,cape sugarbird
modulatrix stictigula,spot-throat
arcanator orostruthus,dapple-throat
kakamega poliothorax,gray-chested babbler
prionochilus olivaceus,olive-backed flowerpecker
prionochilus maculatus,yellow-breasted flowerpecker
prionochilus percussus,crimson-breasted flowerpecker
prionochilus plateni,palawan flowerpecker
prionochilus xanthopygius,yellow-rumped flowerpecker
prionochilus thoracicus,scarlet-breasted flowerpecker
dicaeum dayakorum,spectacled flowerpecker
dicaeum annae,golden-rumped flowerpecker
dicaeum agile,thick-billed flowerpecker
dicaeum everetti,brown-backed flowerpecker
dicaeum proprium,whiskered flowerpecker
dicaeum chrysorrheum,yellow-vented flowerpecker
dicaeum melanozanthum,yellow-bellied flowerpecker
dicaeum vincens,white-throated flowerpecker
dicaeum aureolimbatum,yellow-sided flowerpecker
dicaeum nigrilore,olive-capped flowerpecker
dicaeum anthonyi,flame-crowned flowerpecker
dicaeum bicolor,bicolored flowerpecker
dicaeum quadricolor,cebu flowerpecker
dicaeum australe,red-keeled flowerpecker
dicaeum haematostictum,black-belted flowerpecker
dicaeum retrocinctum,scarlet-collared flowerpecker
dicaeum trigonostigma,orange-bellied flowerpecker
dicaeum hypoleucum,white-bellied flowerpecker
dicaeum erythrorhynchos,pale-billed flowerpecker
dicaeum concolor,nilgiri flowerpecker
dicaeum minullum,plain flowerpecker
dicaeum virescens,andaman flowerpecker
dicaeum pygmaeum,pygmy flowerpecker
dicaeum nehrkorni,crimson-crowned flowerpecker
dicaeum schistaceiceps,halmahera flowerpecker
dicaeum erythrothorax,buru flowerpecker
dicaeum vulneratum,ashy flowerpecker
dicaeum pectorale,olive-crowned flowerpecker
dicaeum geelvinkianum,red-capped flowerpecker
dicaeum nitidum,louisiade flowerpecker
dicaeum eximium,red-banded flowerpecker
dicaeum aeneum,midget flowerpecker
dicaeum tristrami,mottled flowerpecker
dicaeum igniferum,black-fronted flowerpecker
dicaeum maugei,red-chested flowerpecker
dicaeum ignipectus,fire-breasted flowerpecker
dicaeum monticolum,black-sided flowerpecker
dicaeum celebicum,gray-sided flowerpecker
dicaeum sanguinolentum,blood-breasted flowerpecker
dicaeum hirundinaceum,mistletoebird
dicaeum cruentatum,scarlet-backed flowerpecker
dicaeum trochileum,scarlet-headed flowerpecker
chalcoparia singalensis,ruby-cheeked sunbird
deleornis fraseri,fraser's sunbird
deleornis axillaris,gray-headed sunbird
anthreptes reichenowi,plain-backed sunbird
anthreptes anchietae,anchieta's sunbird
anthreptes simplex,plain sunbird
anthreptes malacensis,brown-throated sunbird
anthreptes griseigularis,gray-throated sunbird
anthreptes rhodolaemus,red-throated sunbird
anthreptes gabonicus,mouse-brown sunbird
anthreptes longuemarei,western violet-backed sunbird
anthreptes orientalis,eastern violet-backed sunbird
anthreptes neglectus,uluguru violet-backed sunbird
anthreptes aurantius,violet-tailed sunbird
anthreptes seimundi,little green sunbird
anthreptes rectirostris,green sunbird
anthreptes rubritorques,banded sunbird
hedydipna collaris,collared sunbird
hedydipna platura,pygmy sunbird
hedydipna metallica,nile valley sunbird
hedydipna pallidigaster,amani sunbird
anabathmis reichenbachii,reichenbach's sunbird
anabathmis hartlaubii,principe sunbird
anabathmis newtonii,newton's sunbird
dreptes thomensis,sao tome sunbird
anthobaphes violacea,orange-breasted sunbird
cyanomitra verticalis,green-headed sunbird
cyanomitra bannermani,bannerman's sunbird
cyanomitra cyanolaema,blue-throated brown sunbird
cyanomitra oritis,cameroon sunbird
cyanomitra alinae,blue-headed sunbird
cyanomitra olivacea,olive sunbird
cyanomitra veroxii,mouse-colored sunbird
chalcomitra adelberti,buff-throated sunbird
chalcomitra fuliginosa,carmelite sunbird
chalcomitra rubescens,green-throated sunbird
chalcomitra amethystina,amethyst sunbird
chalcomitra senegalensis,scarlet-chested sunbird
chalcomitra hunteri,hunter's sunbird
chalcomitra balfouri,socotra sunbird
leptocoma zeylonica,purple-rumped sunbird
leptocoma minima,crimson-backed sunbird
leptocoma brasiliana,van hasselt's sunbird
leptocoma aspasia,black sunbird
leptocoma calcostetha,copper-throated sunbird
nectarinia bocagii,bocage's sunbird
nectarinia purpureiventris,purple-breasted sunbird
nectarinia tacazze,tacazze sunbird
nectarinia kilimensis,bronze sunbird
nectarinia famosa,malachite sunbird
nectarinia johnstoni,red-tufted sunbird
drepanorhynchus reichenowi,golden-winged sunbird
cinnyris chloropygius,olive-bellied sunbird
cinnyris minullus,tiny sunbird
cinnyris gertrudis,western miombo sunbird
cinnyris manoensis,eastern miombo sunbird
cinnyris chalybeus,southern double-collared sunbird
cinnyris neergaardi,neergaard's sunbird
cinnyris stuhlmanni,stuhlmann's sunbird
cinnyris prigoginei,prigogine's sunbird
cinnyris ludovicensis,montane double-collared sunbird
cinnyris reichenowi,northern double-collared sunbird
cinnyris afer,greater double-collared sunbird
cinnyris regius,regal sunbird
cinnyris rockefelleri,rockefeller's sunbird
cinnyris mediocris,eastern double-collared sunbird
cinnyris usambaricus,usambara double-collared sunbird
cinnyris fuelleborni,forest double-collared sunbird
cinnyris moreaui,moreau's sunbird
cinnyris loveridgei,loveridge's sunbird
cinnyris pulchellus,beautiful sunbird
cinnyris mariquensis,mariqua sunbird
cinnyris shelleyi,shelley's sunbird
cinnyris congensis,congo sunbird
cinnyris erythrocercus,red-chested sunbird
cinnyris nectarinioides,black-bellied sunbird
cinnyris bifasciatus,purple-banded sunbird
cinnyris tsavoensis,tsavo sunbird
cinnyris chalcomelas,violet-breasted sunbird
cinnyris pembae,pemba sunbird
cinnyris bouvieri,orange-tufted sunbird
cinnyris osea,palestine sunbird
cinnyris habessinicus,shining sunbird
cinnyris coccinigastrus,splendid sunbird
cinnyris johannae,johanna's sunbird
cinnyris superbus,superb sunbird
cinnyris rufipennis,rufous-winged sunbird
cinnyris oustaleti,oustalet's sunbird
cinnyris talatala,white-breasted sunbird
cinnyris venustus,variable sunbird
cinnyris fuscus,dusky sunbird
cinnyris ursulae,ursula's sunbird
cinnyris batesi,bates's sunbird
cinnyris cupreus,copper sunbird
cinnyris asiaticus,purple sunbird
cinnyris jugularis,olive-backed sunbird
cinnyris buettikoferi,apricot-breasted sunbird
cinnyris solaris,flame-breasted sunbird
cinnyris sovimanga,souimanga sunbird
cinnyris notatus,malagasy sunbird
cinnyris dussumieri,seychelles sunbird
cinnyris humbloti,humblot's sunbird
cinnyris comorensis,anjouan sunbird
cinnyris coquerellii,mayotte sunbird
cinnyris lotenius,loten's sunbird
aethopyga duyvenbodei,elegant sunbird
aethopyga ignicauda,fire-tailed sunbird
aethopyga saturata,black-throated sunbird
aethopyga gouldiae,mrs. gould's sunbird
aethopyga nipalensis,green-tailed sunbird
aethopyga shelleyi,lovely sunbird
aethopyga temminckii,temminck's sunbird
aethopyga mystacalis,javan sunbird
aethopyga vigorsii,vigors's sunbird
aethopyga siparaja,crimson sunbird
aethopyga magnifica,magnificent sunbird
aethopyga christinae,fork-tailed sunbird
aethopyga bella,handsome sunbird
aethopyga eximia,white-flanked sunbird
aethopyga flagrans,flaming sunbird
aethopyga guimarasensis,maroon-naped sunbird
aethopyga pulcherrima,metallic-winged sunbird
aethopyga jefferyi,mountain sunbird
aethopyga decorosa,bohol sunbird
aethopyga linaraborae,lina's sunbird
aethopyga primigenia,gray-hooded sunbird
aethopyga boltoni,apo sunbird
aethopyga tibolii,tboli sunbird
kurochkinegramma hypogrammicum,purple-naped spiderhunter
arachnothera crassirostris,thick-billed spiderhunter
arachnothera robusta,long-billed spiderhunter
arachnothera flammifera,orange-tufted spiderhunter
arachnothera dilutior,pale spiderhunter
arachnothera longirostra,little spiderhunter
arachnothera juliae,whitehead's spiderhunter
arachnothera clarae,naked-faced spiderhunter
arachnothera chrysogenys,yellow-eared spiderhunter
arachnothera flavigaster,spectacled spiderhunter
arachnothera magna,streaked spiderhunter
arachnothera affinis,streaky-breasted spiderhunter
